id is 316551625; userId is 4969375
[Calculated Speed, Provided Speed], Difference

[29.05911911624197, 9.204851400751403], 19.854267715490565
[17.367979082133182, 8.373515803683414], 8.994463278449768
[17.46890555946926, 8.948389932371544], 8.520515627097716
[15.471636832433582, 12.191986181293032], 3.2796506511405497
[10.33566185122778, 10.807107493400713], -0.4714456421729327
[8.532504700847774, 10.78847728207756], -2.255972581229786
[11.41709935721017, 8.884802724806265], 2.532296632403904
[7.179126129700829, 9.51155843731332], -2.3324323076124918
[3.813024418492508, 9.298507868835571], -5.485483450343063
[5.438098041331629, 9.055382292752757], -3.617284251421128
[4.344193102061988, 8.802666865517143], -4.458473763455155
[6.7119050203172455, 10.579742028652714], -3.867837008335468
[6.544250732341739, 7.706685645663853], -1.1624349133221141
[6.7271866016605335, 5.49344985455127], 1.2337367471092637
[6.974055977036244, 10.549950554406017], -3.5758945773697732
[6.498368378055024, 10.144923472305441], -3.6465550942504175
[6.470551962532069, 9.483059726161924], -3.0125077636298556
[6.590105125280452, 7.387164328270253], -0.7970592029898009
[6.837956241278254, 7.853920565395983], -1.0159643241177285
[7.405402347320912, 12.471529302631485], -5.0661269553105726
[7.074536012963793, 8.789578354813251], -1.7150423418494585
[6.967621509223362, 12.793793791501312], -5.826172282277949
[6.983215899729454, 7.444284202443159], -0.4610683027137048
[6.372932437848021, 8.96637899456645], -2.593446556718428
[6.34841347517232, 11.310697575701836], -4.962284100529516
[6.3262132903503545, 10.752837746071027], -4.426624455720672
[6.78794663938303, 9.169768214930379], -2.381821575547349
[6.424044589342285, 10.249291221915533], -3.825246632573248
[6.856921095352939, 4.726641609474967], 2.1302794858779714
[7.794604849075367, 14.436279368682229], -6.641674519606862
[6.147580105178444, 8.233977687642994], -2.08639758246455
[7.851915848233612, 9.960371376558038], -2.108455528324426
[6.905215629881863, 9.804549152098081], -2.899333522216218
[7.195019972008733, 8.962252483535398], -1.7672325115266645
[6.373593416574431, 11.015727315799131], -4.6421338992247
[7.891105130739882, 8.812363964971468], -0.9212588342315859
[7.309339933587281, 9.13918864208684], -1.8298487084995587
[6.61909347518058, 8.912523280542343], -2.2934298053617637
[7.812281125710792, 9.043729559033805], -1.2314484333230133
[7.1887837985712615, 9.26530811182221], -2.076524313250948
[6.249096930831217, 9.079649421048032], -2.8305524902168147
[8.458280564688776, 8.741167198425897], -0.282886633737121
[7.897532940337524, 8.740295296965591], -0.8427623566280671
[7.138398645762159, 7.085175807741979], 0.05322283802018024
[7.410431285570134, 8.764606288169709], -1.3541750025995754
[7.456424757278116, 6.917860400885557], 0.5385643563925591
[7.6029310420969285, 9.374821399234618], -1.7718903571376892
[7.754636325850405, 8.79070620518583], -1.0360698793354244
[7.162936083400963, 6.573899816036088], 0.5890362673648744
[7.409214565597302, 9.267987422299862], -1.8587728567025605
[6.801638131201628, 9.334827763687274], -2.533189632485646
[8.89710115916338, 8.604704511466348], 0.2923966476970321
[8.06216808619083, 8.607575328254699], -0.5454072420638685
[7.589583782654463, 7.915613618653834], -0.3260298359993712
[8.176788101593662, 1.6437627086652236], 6.5330253929284385
[7.850510138552447, 5.620275223094622], 2.2302349154578245
[8.191528685907057, 6.765634103786239], 1.4258945821208187
[7.704218073167474, 4.4295571079970655], 3.2746609651704084
[6.342156744392977, 3.2192016516204904], 3.1229550927724863
[8.56678287821128, 7.0210610954773385], 1.5457217827339411
[8.16096409385209, 8.762233269680353], -0.6012691758282624
[7.7304404812797385, 8.596124979617786], -0.8656844983380472
[7.558885718359353, 8.369162491739951], -0.8102767733805978
[8.134182069275393, 8.513061115290766], -0.37887904601537237
[7.599159436158757, 9.72631524802681], -2.127155811868052
[7.76704889639908, 8.929970681723098], -1.1629217853240181
[7.321985789268577, 8.871709807091626], -1.5497240178230491
[7.6542577593354215, 8.727255364505366], -1.0729976051699444
[7.655614341074095, 8.277220533850507], -0.6216061927764116
[7.2021874440134335, 8.169365248847965], -0.9671778048345319
[8.387992820041907, 9.11750887764263], -0.7295160576007227
[7.566643363629246, 8.439315564110636], -0.8726722004813903
[7.197762667258453, 8.820726892894744], -1.6229642256362906
[7.45291133023303, 9.541211875623386], -2.0883005453903563
[7.814906701082789, 9.27627364648326], -1.4613669454004707
[7.634943449949577, 9.048437497095014], -1.413494047145437
[7.92282914088033, 8.830935996494842], -0.9081068556145127
[7.997803978770014, 10.12059611131911], -2.1227921325490957
[7.4824102156961745, 9.059361786424827], -1.576951570728652
[7.510384713626191, 8.621797948934768], -1.1114132353085768
[7.764174491754533, 9.316530397151578], -1.5523559053970448
[7.396478628054887, 8.570597835741552], -1.1741192076866644
[7.594651417898294, 9.057976616902515], -1.4633251990042213
[7.372142180999166, 6.503250072590312], 0.8688921084088541
[8.299528117903156, 9.363335136948342], -1.0638070190451856
[8.958934869641327, 7.7818736707887854], 1.1770611988525417
[10.089589063223016, 7.189776586970518], 2.8998124762524986
[5.003784149124951, 4.159288468236597], 0.8444956808883539
[5.491549644938391, 0.9390162863115097], 4.5525333586268815
[7.143628713130721, 0.0], 7.143628713130721
[7.82900301581021, 0.0], 7.82900301581021
[7.0868728479275305, 50.918387689761175], -43.831514841833645
[7.3931718525583605, 3.932527332513345], 3.4606445200450153
[7.534315502842712, 9.437668943978268], -1.9033534411355566
[7.206073187266928, 9.116212242345723], -1.910139055078795
[7.797641036943767, 9.582521574932908], -1.7848805379891415
[8.99136819035426, 8.761530065282201], 0.22983812507205847
[7.9838012548379265, 8.895684046901595], -0.9118827920636683
[7.977062034858905, 2.0542888445728926], 5.922773190286012
[7.908973493499462, 1.960672161764259], 5.948301331735204
[7.734193055587758, 6.659126759565036], 1.0750662960227215
[7.178439084678213, 3.8598298641309112], 3.3186092205473017
[8.61872100045639, 12.633229298715387], -4.014508298258997
[7.806891633016871, 7.243866270706808], 0.5630253623100634
[7.555580618448228, 10.332173453336548], -2.77659283488832
[7.596428966771958, 8.384073661641406], -0.7876446948694475
[7.825045263177574, 9.386646505677238], -1.5616012424996635
[7.626738964487728, 8.837697437827634], -1.2109584733399057
[7.746452020929137, 9.239915119811707], -1.49346309888257
[7.479970948808535, 7.99164771601328], -0.5116767672047455
[8.073289225044206, 9.841644774217379], -1.7683555491731724
[7.886619449909719, 9.453145995574577], -1.5665265456648578
[7.5043267953314565, 8.109331641762568], -0.6050048464311111
[8.053458811034112, 9.243331553052373], -1.1898727420182613
[7.562437656222478, 9.53463957115906], -1.9722019149365817
[8.28951007541572, 9.123113450260908], -0.8336033748451879
[7.7563495772562625, 8.276351892774928], -0.5200023155186653
[7.8845723857499115, 9.243749922167266], -1.3591775364173548
[7.349458848313862, 9.16710233013008], -1.8176434818162175
[7.5741515669066946, 9.709260501688947], -2.1351089347822523
[7.662790081693336, 9.324337938258179], -1.6615478565648427
[8.084851216703164, 8.460747698494526], -0.3758964817913615
